times_suggested	from_opus	mod	from	via	to_pillar	motif	consensus	verdicts	hook
1	False	createbigcannons	nethersteel/steel demand vs. Aeronautics hull steel	shared c:ingots/steel tag	economy	M-29	REJECT	{'REJECT': 1}	cross-route tension is real but emerges from existing shared tags + scarcity config, not a new recipe weave to author; d
1	False	createbigcannons	cannon-grade steel as region-gated by coking coal	GTMOGS worldgen config	economy	M-30	REJECT	{'REJECT': 1}	valid scarcity-design observation but requires worldgen config, not a recipe weave; no Phase-3 action on CBC items
1	False	createbigcannons	createbigcannons:big_cartridge / autocannon_cartridge (munitions)	CBC assembly pipeline	economy	M-26	ACCEPT	{'ACCEPT': 1}	every cannon fired is a shell consumed; the munitions workshop earns a recurring trade, not a one-time sale
1	False	createbigcannons	createbigcannons cannon line (whole foundry chain)	KubeJS boss-drop input on nethersteel barrel recipe	survival	M-15	ACCEPT	{'ACCEPT': 1}	the nethersteel barrel can't be cast until the crew defeats the boss that yields nethersteel ore; the endgame cannon tie
1	False	createbigcannons	createbigcannons:melting (CBC's own foundry-melt method)	createbigcannons:melting	create	M-32	ACCEPT	{'ACCEPT': 1}	the cannon workshop recycles broken barrel moulds through the foundry; waste metal becomes tomorrow's cartridge sheet
1	False	createbigcannons	createbigcannons deco blocks (bronze_block, cast_iron_block, steel_block)	create:crushing	create	M-04	REJECT	{'REJECT': 1}	the metal-block→ingots recovery is already covered by c:ingots/steel/bronze tags and the Create ore-doubling web; adding
1	False	createbigcannons	createbigcannons munitions (shells/cartridges)	occultism:spirit_fire or ars_nouveau:imbuement	magic	M-10	REJECT	{'REJECT': 1}	tone clash; military-industrial vs. ritual-eldritch without a bridging lore hook; red-team survives; no motif match that
1	False	createbigcannons	createbigcannons:munition_fuzing (fuze application on shell)	boss-drop fuze component	survival	M-15	ACCEPT	{'ACCEPT': 1}	A high-explosive fuze for the biggest shells requires a boss drop as an ingredient — you don't get top-tier ordnance wit
1	False	createbigcannons	createbigcannons:cluster_munition (fragmentation shell)	ars_nouveau:imbuement or occultism:spirit_fire	magic	M-29	ACCEPT	{'ACCEPT': 1}	A cluster shell variant is attuned with a magic essence to give it an elemental effect (fire/frost burst on detonation) 
1	False	createbigcannons	createbigcannons:gunpowder supply chain	colony requests (MineColonies hut)	economy	M-28	ACCEPT	{'ACCEPT': 1}	Gunpowder for cartridge filling is requestable through a MineColonies Smelter/Farmer hut — the colony route keeps a chea
1	False	createbigcannons	createbigcannons:cannon_drill / cannon_builder (kinetic tool head blocks)	create:mechanical_crafting → aeronautics hull reinforcement recipe	aeronautics	M-24	REJECT	{'REJECT': 1}	M-24 is specifically drivetrain/propulsion/control surfaces; a cannon drill is an offensive weapon component, not a prop
1	False	createbigcannons	createnuclear:lead_ingot (c:ingots/lead, radiation-shielding metal)	createbigcannons:melting	create	M-32	ACCEPT	{'ACCEPT': 1}	nuclear processing produces lead as a byproduct; melting it in the cannon foundry recasts it as shot or shielding plate 
1	False	createbigcannons	createbigcannons cannon-grade cast_iron/steel production (colony foundry route)	minecolonies research unlock — Barracks/Guard research at high tier unlocks a colony-cheaper cannon-parts production path	economy	M-37	ACCEPT	{'ACCEPT': 1}	the colony's master-of-ordnance research is what enables batch-casting cannon balls at half the fuel cost — a knowledge 
37	True	deeperdarker	deeperdarker:soul_dust / soul_crystal (Otherside mob drops — thematic soul material)	occultism:spirit_fire	magic	M-11	ACCEPT	{'ACCEPT': 38}	Soul dust transmuted in spirit-fire is the most natural alchemy in the pack — the Otherside's soul-seam feeds the occult
20	True	deeperdarker	deeperdarker gloomslate / sculk_stone block families (deco, large quantity)	create:crushing	create	M-04	ACCEPT	{'ACCEPT': 21}	Gloomslate crushes back to gravel and a sliver of XP — builders who hollow out the Otherside get something back; already
13	False	deeperdarker	deeperdarker:gloomslate / sculk_stone block families	create:crushing	create	M-04	ACCEPT	{'ACCEPT': 13}	deco block surplus crushes back to gravel + XP nugget; the standard Create recycle loop applied to Otherside stonework. 
11	False	deeperdarker	deeperdarker:heart_of_the_deep (boss drop — Warden, rare endgame)	ars_nouveau:imbuement	magic	M-10	ACCEPT	{'ACCEPT': 11}	The Warden's heart carries a resonance that the Enchanting Apparatus can't ignore — imbuement unlocks an arcane reagent 
11	False	deeperdarker	deeperdarker:heart_of_the_deep	occultism:ritual or ars_nouveau:imbuement	magic	M-02	ACCEPT	{'ACCEPT': 11}	the Warden's Heart is a rare boss drop — the exact tier that earns a boss-key role; routing it through a major ritual or
7	False	deeperdarker	deeperdarker:heart_of_the_deep (rare Warden drop, high power)	recipe gate — Heart of the Deep as a required input for a high-tier occultism ritual or ars_nouveau endgame spell book	magic	M-15	ACCEPT	{'ACCEPT': 7}	the Heart of the Deep is the key to the Otherside portal AND a magic keystone — having it unlock an endgame ritual is th
6	True	deeperdarker	deeperdarker:heart_of_the_deep	a complex Create/aeronautics recipe gated on the heart (boss-key)	create	M-15	ACCEPT	{'ACCEPT': 6}	a rare Warden drop is the ideal DESIGN boss-key — gate a flagship tech recipe behind the heart so the Ancient City raid 
6	False	deeperdarker	deeperdarker:soul_crystal	ars_nouveau:imbuement	magic	M-10	ACCEPT	{'ACCEPT': 6}	crystallized soul energy from the dark dimension imbues into Ars source reagents — the Otherside becomes a meaningful ma
6	False	deeperdarker	deeperdarker:crystallized_amber	ars_nouveau:imbuement (amber as an attunement catalyst)	magic	M-10	REJECT	{'REJECT': 3, 'ACCEPT': 3}	soul_dust + heart_of_the_deep already cover the magic pillar robustly (M-11 + M-02 accepted above); adding a third magic
5	False	deeperdarker	deeperdarker:sculk_bone / warden_carapace	occultism:ritual	magic	M-02	ACCEPT	{'ACCEPT': 3, 'REJECT': 2}	Warden boss drops as ritual reagents — mob-drop sink that funds the occult web
4	False	deeperdarker	deeperdarker:warden_carapace / sculk_bone (mid-tier Otherside drops)	occultism:ritual	magic	M-02	ACCEPT	{'REJECT': 1, 'ACCEPT': 3}	soul_dust + heart_of_the_deep already cover the magic vector with two clean, distinct power-tiered anchors (everyday M-1
4	False	deeperdarker	deeperdarker:warden_carapace	recipe (boss-key input) — gate a complex Create machine or weapon component	create	M-15	ACCEPT	{'ACCEPT': 4}	assembling a reinforced Create machine housing requires a Warden Carapace — surviving the Ancient City/Otherside is the 
4	False	deeperdarker	deeperdarker:warden_carapace / reinforced_echo_shard	create:pressing or create:mechanical_crafting	create	M-05	ACCEPT	{'ACCEPT': 4}	Warden-tier materials gating a Create heavy-armor or machine component through a pressing/assembly step makes the most d
3	True	deeperdarker	gloomslate / sculk_stone deco	create:crushing	create	M-04	ACCEPT	{'ACCEPT': 3}	surplus gloomslate/sculk-stone deco crushes back to gravel + an xp nugget; lossy recycle (already partly wired)
3	False	deeperdarker	deeperdarker:warden_carapace	create:crushing	create	M-04	ACCEPT	{'ACCEPT': 2, 'REJECT': 1}	carapace plates are a structural composite — crushing them yields raw chitin-gravel and an XP nugget; a light recycle th
3	False	deeperdarker	deeperdarker:crystallized_amber	ars_nouveau:imbuement as an attunement catalyst	magic	M-07	ACCEPT	{'ACCEPT': 3}	crystallized amber from the Otherside has an eerie, primordial quality — it's a natural anti-arbitrage catalyst for magi
3	False	deeperdarker	deeperdarker Otherside-only materials	regional scarcity (dimension-locked, not region-locked)	economy	M-30	ACCEPT	{'ACCEPT': 2, 'REJECT': 1}	Otherside materials are dimension-locked (you need the Heart of the Deep to enter), making them the hardest scarcity gat
3	False	deeperdarker	deeperdarker soul materials (soul_dust, soul_crystal)	create:haunting	create	M-19	REJECT	{'ACCEPT': 1, 'REJECT': 2}	run gloomslate through soul fire in a Create contraption and it outputs a haunted variant enriched with Otherside energy
2	True	deeperdarker	soul_dust / soul_crystal / heart_of_the_deep	occultism:spirit_fire (or ritual)	magic	M-11	ACCEPT	{'ACCEPT': 2}	the Otherside's soul reagents are transmuted in spirit-fire into occult essence — pure "soul" material feeding the occul
2	False	deeperdarker	deeperdarker:soul_crystal (endgame, rare)	create:haunting	create	M-19	REJECT	{'REJECT': 1, 'ACCEPT': 1}	soul_crystal is already a strong M-11/M-10 magic reagent; routing it through create:haunting as well creates a double-sp
2	False	deeperdarker	deeperdarker:warden_carapace / deeperdarker:sculk_bone (Otherside mob drops)	ars_nouveau:imbuement	magic	M-10	ACCEPT	{'ACCEPT': 2}	Warden Carapace and Sculk Bone are grotesque structural materials from a sound-horror dimension — imbuement into an arca
2	False	deeperdarker	deeperdarker:sculk_bone	occultism:ritual (bone-type reagent)	magic	M-11	ACCEPT	{'ACCEPT': 2}	Sculk Bones are otherworldly remains — a natural ritual ingredient for occultism spirit-workings; the undead-adjacent ma
2	False	deeperdarker	deeperdarker:soul_dust / soul_crystal	economy — M-34 combat-route supply	economy	M-34	ACCEPT	{'ACCEPT': 2}	"The Otherside specialist sells soul reagents to the magic player who won't venture that deep — dimension exploration is
2	False	deeperdarker	deeperdarker:warden_carapace	create:crushing	create	M-02	ACCEPT	{'ACCEPT': 2}	The Warden's armored carapace, crushed, yields a unique chitinous fiber that feeds a Create processing chain (e.g. a hig
2	False	deeperdarker	deeperdarker:warden_carapace (Warden-tier drop)	create:mechanical_crafting or create:sequenced_assembly as a required component for high-tier Aeronautics armor plating / hull reinforcement	aeronautics	M-23	ACCEPT	{'ACCEPT': 2}	only Warden Carapace provides the hull-grade reinforcement needed for the top-tier airship's armored section — the deep-
2	False	deeperdarker	deeperdarker:crystallized_amber (a Otherside decorative gem)	galosphere:preserved_transform_recipe	create	M-32	REJECT	{'REJECT': 1, 'ACCEPT': 1}	galosphere's preserved_transform is an amber-transformation method, and deeperdarker:crystallized_amber is structurally 
1	True	deeperdarker	deeperdarker:soul_dust / soul_crystal	create:haunting (Create's soul-fire)	create	M-19	ACCEPT	{'ACCEPT': 1}	Create's own soul-fire haunting is the *native Create→occult* bridge — running deep-dark soul matter through haunting is
1	True	deeperdarker	deeperdarker:soul_elytra (boost-capable elytra)	aileron's elytra rebalance / aeronautics framing	aeronautics		REJECT	{'REJECT': 1}	no-motif and not authorable as a *material-through-method* weave — it's already an elytra-upgrade craft in-mod, and the 
1	False	deeperdarker	deeperdarker:sculk_stone / gloomslate block families	create:crushing	create	M-04	ACCEPT	{'ACCEPT': 1}	sculk-stone and gloomslate are just stone; the crusher already handles them (inbound create:crushing exists); the lossy-
1	True	deeperdarker	soul_dust / sculk_bone	ars_nouveau:imbuement	magic	M-02	ACCEPT	{'ACCEPT': 1}	sculk/soul drops imbue into a source reagent so a dangerous dimension feeds spellcraft, not just gear
1	False	deeperdarker	deeperdarker:cobbled_gloomslate / deeperdarker:cobbled_sculk_stone block families	create:crushing	create	M-04	ACCEPT	{'ACCEPT': 1}	stone families from an alien dimension crush back to gravel + XP nugget — lossy recycle feeds the Create dust economy; a
1	False	deeperdarker		create:pressing (press carapace plates as an alternate structural plate)	create	M-05	ACCEPT	{'ACCEPT': 1}	the Warden's shell is nature's armor — pressing it into structural plates for a high-tier Create assembly makes the deep
1	False	deeperdarker		create:crushing (yields amber dust / shard fragments as byproduct, similar to M-04 deco-recycle)	create	M-04	ACCEPT	{'ACCEPT': 1}	amber crushes to a fine dust that feeds into a Create mixing recipe (resin-based adhesive or similar) — a clean material
1	False	deeperdarker	deeperdarker:crystallized_amber	create:crushing → dust byproduct	create	M-04	ACCEPT	{'ACCEPT': 1}	crystallized amber block crushes to fine amber dust — a processing byproduct that could feed a further recipe (e.g. ars 
1	False	deeperdarker	deeperdarker:sculk_transmitter	create:mechanical_crafting (gate on Create parts)	create	M-05	ACCEPT	{'ACCEPT': 1}	the wireless-redstone Sculk Transmitter — a useful logistics/automation block — requiring brass casing or an andesite co
1	False	deeperdarker	deeperdarker:soul_elytra (upgraded Elytra)	create:sequenced_assembly (incomplete_ chain requiring Create parts)	create	M-06	REJECT	{'REJECT': 1}	the Soul Elytra is assembled in-mod from soul materials + vanilla Elytra; the construction path is already thematically 
1	True	deeperdarker	heart_of_the_deep (rare Warden drop)	gated machine recipe (boss drop as input)	create	M-15	ACCEPT	{'ACCEPT': 1}	the Warden's Heart is a natural boss-key gate item for a high-tier tech recipe.
1	False	deeperdarker	deeperdarker:warden_carapace / reinforced echo shard	create:sequenced_assembly (M-06)	create	M-06	REJECT	{'REJECT': 1}	warden carapace is thematically a boss-tier material (M-15 boss-key is better fit) and sequenced assembly here would ove
1	False	deeperdarker	deeperdarker:soul_dust	ars_nouveau:imbuement	magic	M-10	ACCEPT	{'ACCEPT': 1}	soul dust imbued in the enchanting apparatus becomes a soul-resonant source crystal — the Otherside bleeds into Ars Nouv
1	False	deeperdarker	Otherside-only soul materials are scarce → must be traded across the map	aeronautics / logistics movement	aeronautics	M-31	ACCEPT	{'ACCEPT': 1}	soul dust and warden-tier drops are only found deep under specific biomes — transporting them to surface magic labs at s
1	False	deeperdarker	deeperdarker:soul_crystal	ars_nouveau:imbuement	magic	M-02	ACCEPT	{'ACCEPT': 1}	"A crystallised soul fragment, refined by arcane imbuing, yields source — the Otherside dimension pays into the magic we
1	False	deeperdarker	deeperdarker (Otherside dimension-exclusive materials)	emergent trade (M-34 framing)	economy	M-34	ACCEPT	{'ACCEPT': 1}	Otherside soul/sculk drops are only accessible to players brave/equipped enough to enter; they supply non-combat magic s
1	False	deeperdarker	deeperdarker:sculk_bone	create:crushing	create	M-03	ACCEPT	{'ACCEPT': 1}	the bone-like relic from dimension creatures yields a fine reagent powder when ground — alchemists pay for it
1	False	deeperdarker	deeperdarker:reinforced_echo_shard	create:sequenced_assembly	create	M-06	ACCEPT	{'ACCEPT': 1}	the echo resonator component in a Create assembly line uses reinforced echo shards as a final-stage infused part — detec
1	False	deeperdarker	deeperdarker:sculk_transmitter	craft (redstone device)	economy	M-29	REJECT	{'REJECT': 1}	the Sculk Transmitter is a wireless-redstone block; tying it to economy requires a contrived cross-route dependency that
1	False	deeperdarker	deeperdarker:heart_of_the_deep (rare Warden drop, gates Otherside portal)	create:sequenced_assembly	create	M-06	ACCEPT	{'ACCEPT': 1}	the heart of the deep is the hardest drop in the pack (Warden kill, Ancient City). Building the Soul Elytra or Otherside
1	False	deeperdarker	deeperdarker Otherside-exclusive materials (soul_dust, soul_crystal, warden_carapace)	aeronautics logistics	economy	M-31	ACCEPT	{'ACCEPT': 1}	these materials are obtained only inside the Otherside dimension — an entirely separate dangerous space. Transporting th
1	False	deeperdarker	deeperdarker:warden_carapace / sculk_bone	createbigcannons:melting	create	M-29	REJECT	{'REJECT': 1}	no thematic grounding — Warden Carapace melting into a CreateBigCannons ammo component is a forced edge (carapace is a h
1	False	deeperdarker	deeperdarker:soul_elytra / deeperdarker:sonorous_staff	aeronautics		M-23	REJECT	{'REJECT': 1}	the Soul Elytra is a vanilla Elytra upgrade (Soul Dust + Sculk Bone + Soul Crystal), not an Aeronautics airframe materia
1	False	deeperdarker	deeperdarker gloomslate / sculk_stone (bulk dimension-locked building material)	aeronautics/logistics (dimension portal + cargo ship)	aeronautics	M-31	ACCEPT	{'ACCEPT': 1}	moving gloomslate out of the Otherside at build scale requires an organized expedition — airship cargo runs to a portal 
1	False	deeperdarker	deeperdarker echo wood / bloom wood set (echo_planks, bloom_planks — full alien wood families)	create:cutting (mechanical saw bulk-produces echo/bloom planks, slabs, stairs from echo logs/bloom stems)	create	M-12	ACCEPT	{'ACCEPT': 1}	the Otherside has a complete alien wood family; a Create sawmill running echo logs produces the full building palette au
1	False	deeperdarker	deeperdarker:sculk_transmitter (wireless-redstone automation block)	create:mechanical_crafting (sculk_transmitter as a required component in advanced Create contraption control circuits)	create	M-29	ACCEPT	{'ACCEPT': 1}	to automate a Create sequenced-assembly line beyond basic local redstone, the engineer needs an Otherside-sourced wirele
9	True	domum_ornamentum	domum_ornamentum ornamental blocks (timberframes, shingles, pillars)	domum_ornamentum:architects_cutter consuming Create-processed stone (create:andesite_alloy, processed andesite, tuff brick etc.)	create	M-04	ACCEPT	{'ACCEPT': 6, 'REJECT': 4}	Process stone through Create machines, then feed the output into the Architect's Cutter to get framed/shingled builds — 
6	False	domum_ornamentum	domum_ornamentum:architectscutter (method) consuming Create-sourced processed stone (andesite/brass/polished stone)	domum_ornamentum:architects_cutter	create	M-04	ACCEPT	{'ACCEPT': 6}	Andesite alloy casing blocks and polished Create stone run through the Architect's Cutter to produce framed column/shing
5	True	domum_ornamentum	DO ornamental blocks (timberframes, shingles, pillars)	create:crushing	create	M-04	ACCEPT	{'ACCEPT': 5, 'REJECT': 3}	A framed brass-casing timber frame that gets crushed back to raw metal shavings + XP — deco that actually has a recyclin
4	False	domum_ornamentum	DO ornamental blocks	bare sell link	economy	M-28	ACCEPT	{'REJECT': 1, 'ACCEPT': 3}	"pretty blocks are sellable" is the ambient endpoint; no demand-gating motif applies unless it's colony-demanded (which 
3	False	domum_ornamentum	Create-produced stone (andesite/processed stone/galosphere palette blocks)	domum_ornamentum:architects_cutter	create	M-04	ACCEPT	{'ACCEPT': 2, 'REJECT': 1}	run your Create-made stone through the Architect's Cutter to get framed walls and shingles — your colony looks like it w
3	False	domum_ornamentum	domum_ornamentum:architectscutter	domum_ornamentum:architects_cutter + MineColonies Architect's Hut unlock (research-gated)	economy	M-28	ACCEPT	{'ACCEPT': 3}	the Architect's Hut in MineColonies is what unlocks the full cutter recipe tree — the deco palette is colony-gated, so a
2	False	domum_ornamentum	domum_ornamentum framed/shingled/pillar blocks (outputs of Cutter on rare materials)	minecolonies:composting or MineColonies builder requests	economy	M-28	ACCEPT	{'ACCEPT': 2}	StyleColonies blueprints call for DO ornamental blocks as build materials — the colony builder requests specific framed-
2	False	domum_ornamentum	domum_ornamentum framed/shingled blocks	aeronautics ship build using DO blocks as hull cosmetic — explicit hull-material sourcing	aeronautics	M-23	ACCEPT	{'ACCEPT': 2}	colony-cutter blocks are the decorative hull layer on Aeronautics ships — the airship builder buys framed panels from th
2	False	domum_ornamentum	Create-processed stone/metal blocks (brass casing, andesite casing, processed stone variants) as main/support material in the Architect's Cutter	domum_ornamentum:architects_cutter	create	M-04	ACCEPT	{'ACCEPT': 2}	Create's machine aesthetic blocks (brass casings, polished andesite, processed stone) become the palette input for MineC
2	False	domum_ornamentum	Create-processed stone (andesite alloy, deepslate bricks, processed stone)	domum_ornamentum:architects_cutter	create	M-12	ACCEPT	{'ACCEPT': 1, 'REJECT': 1}	the Architect's Cutter takes Create-processed stone and shapes it into colonial-grade architectural pieces — Create's in
1	False	domum_ornamentum	domum_ornamentum:architectscutter consuming meadow:limestone / alpine woodsets	domum_ornamentum:architects_cutter	survival		REJECT	{'REJECT': 1}	this is passive material-routing through DO's open-input method — DO already accepts any block, so this isn't an authore
1	False	domum_ornamentum	domum_ornamentum: output (framed/shingle variants)	create:crushing	create	M-04	ACCEPT	{'ACCEPT': 1}	Framed ornamental blocks crush back to their constituent raw materials (like any deco); this closes the material loop an
1	False	domum_ornamentum	domum_ornamentum:architectscutter	minecolonies progression gate	economy	M-15	REJECT	{'REJECT': 1}	The cutter is already a MineColonies support dependency — it's unlocked implicitly by having MineColonies. Making it a b
1	False	domum_ornamentum	domum_ornamentum framed blocks (magic-theme variants: paper walls, arcane-looking pillars)	ars_nouveau:imbuement or occultism	magic	M-10	REJECT	{'REJECT': 1}	DO blocks are purely decorative building material; imbueing a paper wall or a brick pillar into a magic reagent is thema
1	False	domum_ornamentum	domum_ornamentum:dynamic_timberframe / framed blocks (Architect's Cutter output using Create-produced stone/metal blocks as input material)	domum_ornamentum:architects_cutter	create	M-04	ACCEPT	{'ACCEPT': 1}	the Architect's Cutter takes ANY block as input — feeding Create-made andesite alloy casing or processed stone into the 
1	False	domum_ornamentum	domum_ornamentum:architectscutter (Cutter block itself)	MineColonies production route gating	economy	M-05	REJECT	{'REJECT': 1}	The Architect's Cutter is already a MineColonies support dependency — it cannot meaningfully be gated behind itself or b
1	True	domum_ornamentum	Create-made / processed stone & wood blocks (andesite, brass-casing cosmetics, Create palette)	domum_ornamentum:architects_cutter (feed Create blocks in as main/support material)	create	M-12	ACCEPT	{'ACCEPT': 1}	the Architect's Cutter takes any full block as input — feeding Create-processed stone/wood in to get framed/shingled/pil
1	False	domum_ornamentum	domum_ornamentum architectscutter (the block)	minecolonies progression gate	economy	M-05	REJECT	{'REJECT': 1}	M-05 is native-method gating (a mod's flagship item built in its own machine, gated on Create parts) — the Architect's C
1	False	domum_ornamentum	domum_ornamentum framed blocks	loot-seed into Dungeons-and-Taverns structures	survival		REJECT	{'REJECT': 1}	Seeding deco blocks into structure loot is not a system-weave — it's a world variety edit with no loop advancement; no-m
1	False	domum_ornamentum	domum_ornamentum:fancy_door / framed blocks	recipe (colony building requirement)	economy	M-01	REJECT	{'REJECT': 1}	colony building material ties are a config/datapack choice in MineColonies, not a weave-type recipe edge; fits no M-01..
1	False	domum_ornamentum	arbitrary modded stone/wood blocks (fed as main material to architects_cutter)	domum_ornamentum:architects_cutter	create	M-04	ACCEPT	{'ACCEPT': 1}	Create-processed stone (andesite alloy surface, processed stones from create_ultimate_factory) fed into the Architect's 
1	True	domum_ornamentum	domum_ornamentum framed/timber blocks as colony build-mats	minecolonies build requirements	economy		REJECT	{'REJECT': 1}	no-motif; DO is already MineColonies' native decoration backbone (its support anchor) — this is restating the existing t
1	False	domum_ornamentum	domum_ornamentum blocks	MineColonies colony builder consuming DO ornamental blocks for colony structures	create	M-05	ACCEPT	{'ACCEPT': 1}	your colony's higher-tier buildings demand Architect's Cutter ornamental blocks — building the cutter and feeding it Cre
1	False	domum_ornamentum	any Create-produced stone/casing block (andesite alloy casing cosmetics, processed stone)	domum_ornamentum:architects_cutter	create	M-04	ACCEPT	{'ACCEPT': 1}	andesite-alloy panels and processed stone from the Create spine become framed architectural blocks in the cutter — Creat
1	False	domum_ornamentum	domum_ornamentum loot table (loot=yes)	loot-seed: place architectscutter and DO ornamental block samples in colony/village/dungeon loot to introduce the material to explorers	survival	M-02	REJECT	{'REJECT': 1}	DO's loot=yes refers to its item forms being loot-eligible, not a structure it generates; it doesn't own a dungeon/struc
1	False	domum_ornamentum	domum_ornamentum:architects_cutter (accepts any full block as input)	domum_ornamentum:architects_cutter	economy	M-28	ACCEPT	{'ACCEPT': 1}	MineColonies colonists use the Architect's Cutter to produce colony buildings' decorative blocks — the cutter is a colon
1	False	domum_ornamentum	Create-palette stone (andesite/deepslate-processed/etc.)	domum_ornamentum:architects_cutter	create	M-04	REJECT	{'REJECT': 1}	M-04 is a crushing/recycle motif; the Architect's Cutter is not crushing — it's fabrication of new deco. The motif doesn
1	False	domum_ornamentum	DO purely as palette decoration with no cross-system dependency	bare "it looks nice"			REJECT	{'REJECT': 1}	decoration-only weave with no method routing is not a weave — must anchor through a method; the three above cover the re
1	False	domum_ornamentum	advanced DO ornamental blocks (timberframe, fancy doors, shingles) as colony hut construction material	minecolonies colony hut recipes (builders hut uses DO blocks)	economy	M-28	ACCEPT	{'ACCEPT': 1}	colony hut upgrades require specific DO block variants that only the Architect's Cutter produces — the colony production
1	False	domum_ornamentum	DO architect's cutter as a service-for-hire station (cut my blocks into framed variants)	player-run service	economy	M-33	ACCEPT	{'ACCEPT': 1}	a settlement builder sells Architect's Cutter work as a labor service — "bring me your blocks, I'll cut them into framed
1	False	domum_ornamentum	DO blocks as MineColonies research-gated build tier (advanced hut styles behind research)	minecolonies research unlock	economy	M-37	ACCEPT	{'ACCEPT': 1}	advanced DO block families for colony halls are unlocked through MineColonies research — the knowledge (how to build the
1	False	domum_ornamentum	DO combinatorial outputs (texture-tinted framed/shingled blocks from modded input materials)	domum_ornamentum:architects_cutter consuming samurai_dynasty spirit_stone / galosphere / other themed stones	survival	M-04	ACCEPT	{'ACCEPT': 1}	spirit_stone bricks, galosphere-tinted blocks, and other mod materials feed the cutter to produce themed colony architec
1	False	domum_ornamentum	domum_ornamentum:architects_cutter consuming Create-processed blocks (andesite tiles, brass-cased stone, steel blocks)	domum_ornamentum:architects_cutter	create	M-04	ACCEPT	{'ACCEPT': 1}	Create-processed andesite and brass casings feed the Architect's Cutter, so the colony's ornamental buildings display th
1	True	domum_ornamentum	architects_cutter (consumes ARBITRARY full blocks as main/support material)	minecolonies huts / colony build-requests (colony decoration backbone)	economy	M-28	ACCEPT	{'ACCEPT': 1}	"Every fancy framed/shingled block a colony needs comes off the Architect's Cutter — so a settlement-builder produces an
1	True	domum_ornamentum	Create/Galosphere/processed-stone blocks fed into the architects_cutter as main material	domum_ornamentum:architects_cutter (its own method, NOT create:*)	create	M-04	REJECT	{'REJECT': 1}	the cutter consuming a Create-made block to emit a framed variant is a thematic palette-bridge, but it rides the cutter'
1	False	domum_ornamentum	Architect's Cutter gated behind MineColonies research	minecolonies research (colony progression gate)	economy	M-28	ACCEPT	{'ACCEPT': 1}	the Architect's Cutter is a colony-unlocked tool — you need a colony to access the most detailed architectural vocabular
1	False	domum_ornamentum	DO structure loot seeding	loot-seed	economy	M-08	REJECT	{'REJECT': 1}	DO doesn't own independent worldgen structures; its loot is MineColonies schematic loot — the weave belongs to MineColon
1	False	domum_ornamentum	high-tier DO ornamental variants (fancy doors / timberframe families)	M-28 colony route — certain complex DO patterns (e.g. three-material timberframe requiring rare modded stone) are only craftable with MineColonies Builder research unlocked, gating advanced colony aesthetics behind colony progression	economy	M-28	ACCEPT	{'ACCEPT': 1}	the most ornate colony hall framing is a Builder's-Guild exclusive, so the settlement specialist is the one who can supp
1	False	domum_ornamentum	DO loot drops (blocks found in structure loot)	loot-seed — seeding specific DO ornamental pieces into MineColonies colony building loot / other modded structures	survival	M-34	REJECT	{'REJECT': 1}	theme clash — DO blocks belong in colony/architectural contexts, not generic enemy loot tables; the loot=yes probably se
1	False	domum_ornamentum	ars_nouveau:imbuement-infused stone or occultism-processed stone block (a magic-flavored block produced via a magic method)	domum_ornamentum:architects_cutter (the cutter accepts any full block as main/support material — feed the arcane stone in to get magic-themed framed/shingled colony blocks)	magic	M-10	ACCEPT	{'ACCEPT': 1}	the colony mage's tower uses framed arcane-stone pillars cut from imbuement-processed blocks — magic production has a di
1	False	dummmmmmy	target_dummy used as MineColonies barracks training prop	config tie	create		REJECT	{'REJECT': 1}	no-motif — a config efficiency bonus is not a method-routing; this is operational flavor, not a recipe weave
1	False	everycomp	everycomp wood-variant outputs (doors, signs, etc.)	create:crushing	create	M-04	REJECT	{'REJECT': 1}	M-04 is "metal/stone deco crushes back to raw/gravel + XP nugget." Wood variants don't fit M-04's metal/stone-deco scope
1	False	everycomp	everycomp-generated wood-variant blocks	woodworks:sawmill / create:cutting	create	M-04	REJECT	{'REJECT': 1}	Any sawmill/cutting-board route is attributed to the HOST mod (Create, Woodworks, Macaw's), not to everycomp. Everycomp'
11	False	fxntstorage	fxntstorage:backpack_flight_upgrade	create:mechanical_crafting (M-20 deploy-application upgrade or M-24 mechanical component)	aeronautics	M-24	REJECT	{'REJECT': 8, 'ACCEPT': 3}	The flight upgrade is a worn gadget granting personal lift; it doesn't logically feed an Aeronautics airframe/drivetrain
5	False	fxntstorage	fxntstorage:backpack_flight_upgrade	aeronautics structural component recipe	aeronautics	M-23	REJECT	{'REJECT': 5}	tone clash — a wearable personal flight backpack is not an airframe/hull structural component; M-23 is for ship construc
3	False	fxntstorage	fxntstorage backpack (hardened tier)	create:sequenced_assembly — gate hardened backpack construction through a sequenced assembly step	create	M-06	ACCEPT	{'ACCEPT': 3}	the top-tier hardened backpack is a flagship item — multi-stage Create assembly for its backplane plate rewards deep Cre
3	False	fxntstorage	fxntstorage:hardened_backpack	create:sequenced_assembly (multi-stage hardened assembly)	create	M-06	ACCEPT	{'ACCEPT': 3}	the top-tier hardened backpack assembled step-by-step through the sequencer — depth scales with tier, the briefing's exp
