times_suggested	from_opus	mod	from	via	to_pillar	motif	consensus	verdicts	hook
3	True	drones	pocket_drone / drill-drone	numismatics sell	economy	M-09	REJECT	{'REJECT': 3}	thin; a personal-automation toy isn't a natural recurring trade good, and the Create gate already gives the solid 2nd pi
3	False	dungeons-and-taverns-v4.4.4	dungeons-and-taverns structure loot tables	bountiful:bountyboard decree targeting dungeon-adjacent mobs	economy	M-14	ACCEPT	{'ACCEPT': 3}	Dungeons & Taverns adds 100+ structures with their own mob spawners; pointing Bountiful Decrees at those structures' mob
3	False	dungeons_arise_seven_seas	galleon/fortress loot tables	loot-seed	economy	M-14	ACCEPT	{'ACCEPT': 3}	raiding a beached galleon turns up a coin purse or promissory note — salty adventure feeding the player-run economy feel
3	False	ecologics	ecologics:coconut (processed coconut milk/cream)	numismatics sell/price	economy	M-09	ACCEPT	{'ACCEPT': 3}	coconut-based foods are a coastal luxury — naturally priced above plain bread.
3	False	exposure	exposure:camera (gold variant) / exposure:album	numismatics sell / trade	economy	M-09	REJECT	{'REJECT': 2, 'ACCEPT': 1}	While "sell a photograph" is superficially sensible, photographs are personal player outputs (of their own base/world) —
3	False	exposure	exposure photographs / albums (printed outputs)	numismatics sell	economy	M-09	ACCEPT	{'ACCEPT': 2, 'REJECT': 1}	Printed photographs and albums sold as collectible map-art — a creative-economy niche where the Create-automated Lightro
3	False	farmersdelight	farmersdelight high-tier cooked dishes (farmersdelight:beef_stew, farmersdelight:roast_chicken, farmersdelight:apple_pie, etc.)	trade (numismatics sell / MineColonies provisioning)	economy	M-09	ACCEPT	{'ACCEPT': 2, 'REJECT': 1}	a traveling merchant paying coin for a crate of stew makes the kitchen a trade output, not just a buff station
3	True	farmersdelight	high-tier cooked dishes (beef_stew, apple_pie, bacon_and_eggs, roast_chicken)	numismatics sell / trade	economy	M-09	REJECT	{'ACCEPT': 1, 'REJECT': 2}	A packed stew sells for coin — the colony kitchen becomes a trade node, not just a meal dispenser.
3	False	formationsnether	formationsnether structure loot tables	loot-table injection — add a numismatics coin or a Nether-specific magic reagent to the altar/chest loot so exploring its ruins pays off in the player economy	economy	M-09	REJECT	{'REJECT': 3}	formationsnether registers zero items; any weave is a loot-table edit, not a recipe on this mod. A loot-table injection 
3	False	hpm	finished ship (hpm:pirate_cutter_item / hpm:swashbuckleritem)	numismatics sell-price	economy	M-09	ACCEPT	{'ACCEPT': 2, 'REJECT': 1}	a shipwright sells a rigged cutter for coin — luxury vessel as a trade good in the player economy
3	False	irons_spellbooks	irons_spellbooks scrolls (one-shot consumable casts)	numismatics sell	economy	M-09	ACCEPT	{'ACCEPT': 2, 'REJECT': 1}	Spell scrolls are high-effort consumables — a scroll scribe sells single-use casts to non-mages who want access to spell
3	False	minecolonies	minecolonies colony output (food, ore, crafted goods)	numismatics sell/trading floor (colony → economy distribution node)	economy	M-09	ACCEPT	{'ACCEPT': 3}	a MineColonies colony that produces cheap basics (food, stone goods, early-tier components) is already the pack's design
3	False	minecolonies_compatibility	minecolonies_compatibility Gunner job (tacz_dummy_gun)	minecolonies job → tacz crafting/supply chain	economy	M-14	ACCEPT	{'ACCEPT': 3}	The colony's Gunner arms the settlement — he crafts or requisitions firearms, creating a steady in-colony demand that dr
3	False	modulargolems	modulargolems golem assembly	numismatics M-14 bounty	economy	M-14	REJECT	{'REJECT': 2, 'ACCEPT': 1}	Bounties for deploying a golem (as a kill-boss substitute) is a stretch — M-14 is mob-combat → coin, not construction → 
3	True	mowziesmobs	boss drop bounty	numismatics bounty board	economy	M-14	REJECT	{'REJECT': 2, 'ACCEPT': 1}	M-14 is provisional (leans no); also Mowzie's boss artifacts are non-renewable (per-spawn-rare), making them poor bounty
3	False	naturalist	naturalist venison / bushmeat (cooked meat from deer/boar)	numismatics sell	economy	M-09	REJECT	{'ACCEPT': 1, 'REJECT': 2}	A hunter/butcher sells wild game — cooked venison and bushmeat as a trade-good tier above pork/beef; renewable meat sour
3	False	netmusic	netmusic:music_cd (craftable NBT audio disc)	recipe (crafting)	economy	M-09	REJECT	{'REJECT': 3}	The CD's value is purely cosmetic audio; treating it as a "luxury good" mintable into coin is contrived — the player ear
3	True	northstar	northstar:astronomical_reading	numismatics sell as a high-tech trade good	economy	M-09	REJECT	{'REJECT': 3}	the dossier floated this [WEAK]; on red-team it's thin — astronomical_reading is a progression/utility item, not a luxur
3	True	oceansdelight	finished seafood dishes (fugu_slice, elder_guardian_roll, guardian_soup)	numismatics sell	economy	M-09	ACCEPT	{'ACCEPT': 2, 'REJECT': 1}	high-effort coastal delicacies are the luxury trade good coast specialists sell inland — a textbook M-09 luxury-to-coin,
3	False	quark	quark:abacus (the counting/sorting tool item)	numismatics trade or sell	economy	M-09	REJECT	{'REJECT': 3}	the abacus is a QoL sorting tool, not a consumable luxury good — players won't trade it for coin in the Eco-loop sense; 
3	False	railways	railways conductor_cap / conductor entity	recipe (KubeJS)	economy	M-09	REJECT	{'REJECT': 2, 'ACCEPT': 1}	conductor caps are operational train gear, not luxury goods. The economy anchor is already solid (train logistics IS the
3	False	ribbits	ribbits:maraca + Ribbit-merchant amethyst-shard trade	numismatics trade bridge (shard-denominated trades converted to Numismatics coin values in KubeJS)	economy	M-21	ACCEPT	{'ACCEPT': 2, 'REJECT': 1}	the Ribbit swamp economy already runs on Amethyst Shards — bridging it so shard-for-goods trades price out in Numismatic
3	False	ribbits	Ribbit merchant Amethyst-Shard trades	villager trade → numismatics (KubeJS)	economy	M-21	ACCEPT	{'ACCEPT': 2, 'REJECT': 1}	Ribbit merchants already run a coherent trade economy (amethyst shards); bridging it so amethyst shards denominate in co
3	False	securitycraft	securitycraft device loot (loot=yes — block-mines / reinforced chest contents)	loot-seed	economy	M-14	ACCEPT	{'ACCEPT': 2, 'REJECT': 1}	scavenging a raided base drops a keycard or coin-value trade-good; loot-seeding a rare numismatics coin into security de
3	False	t_and_t	t_and_t village-structure loot tables / villager trades	numismatics sell/price	economy	M-09	REJECT	{'ACCEPT': 1, 'REJECT': 2}	16 biome-specific village variants are natural trade-hub anchors — wire their loot chests and merchant trades toward Num
3	False	tacz	tacz ammo (cartridges, boxes) as a consumable coin-sink	trade (Numismatics sell or player market)	economy	M-09	ACCEPT	{'ACCEPT': 2, 'REJECT': 1}	ammo is the purest consumable in any PvPvE economy — bullets cost coin, keeping combat players in the market and giving 
3	False	tide	tide fishing yields (generic)	bountiful board payout	economy	M-14	ACCEPT	{'REJECT': 1, 'ACCEPT': 2}	Rare-catch numismatics sale (M-09) already covers the economy vector cleanly; adding a second economy edge via M-14 boun
3	False	touhou_little_maid	power-point bottles (fairy-drop currency)	numismatics sell/buy	economy	M-09	REJECT	{'REJECT': 3}	power-point bottles are a mod-internal currency with no mass-production route; selling them for coin creates a low-effor
3	False	trailandtales_delight	cherry_cheese_pie / ancient_coffee / cherry_petal_tea (multi-step high-effort dishes)	numismatics sell / colony deliverable	economy	M-09	ACCEPT	{'ACCEPT': 3}	cherry cheese pie and ancient coffee are multi-step artisan goods — pricing them as Numismatics sell items or MineColoni
3	False	travelersbackpack	travelersbackpack themed mob-variant packs (dragon, netherite, ghast, etc.)	numismatics sell	economy	M-09	REJECT	{'REJECT': 3}	Themed cosmetic backpack variants are player-kept gear items, not consumables or luxury trade goods. The same armor-sell
3	False	trek-b0.6.1.1	trek chest loot (ships/ruins/fortresses)	loot-seed	economy	M-14	ACCEPT	{'ACCEPT': 3}	exploring a sunken ship should yield coin or a bounty token — treasure from ruins feeding the player economy is the olde
3	False	underground_village	underground_village structure chest loot + inhabiting villagers	loot-seed (seed Numismatics coin drops into Stoneholm chest loot tables; seat a Numismatics-priced merchant or bounty-board within the village)	economy	M-14	ACCEPT	{'ACCEPT': 3}	finding an underground settlement and discovering its merchants trade in the same coin you use on the surface makes the 
3	False	undergroundworlds	undergroundworlds dungeon loot tables (jungle temple, pyramid, ice dungeon, abyssal ruins)	loot-seed	economy	M-14	ACCEPT	{'ACCEPT': 3}	adding Numismatics coin and a bounty-worthy drop to the underground dungeon chests means fighting through a Jungle Templ
3	False	valarian_conquest	valarian_conquest:*_citizenship + mercenary hire (allegiance items / coin-gate for recruits)	numismatics coin gate	economy	M-09	ACCEPT	{'ACCEPT': 3}	Hiring a mercenary or swearing faction allegiance costs coin — combat ambition feeds the trade economy, and factions bec
3	False	valarian_conquest	valarian_conquest:*_citizenship items + mercenary/soldier recruitment	numismatics economy — gate mercenary hire and faction allegiance upgrades behind Numismatics coin payment; faction quartermaster NPCs accept coins for services, tying martial power to the player economy	economy	M-14	ACCEPT	{'ACCEPT': 3}	you need coin to hire a mercenary company; the faction economy runs on the same currency as the rest of the world
3	False	zombiemoon	zombiemoon mob kills	bountiful board → numismatics payout	economy	M-14	REJECT	{'REJECT': 4}	A bounty board entry for killing Brutes/Crawlers/Spitters would be coherent thematically (harder mob = higher bounty rew
2	False	aeronautics	simulated:rope_coupling / docking_connector (logistics layer)	config / decoration	economy	M-09	REJECT	{'REJECT': 2}	docking connectors are structural build components, not luxury consumables; M-09 (luxury→coin) doesn't fit infrastructur
2	True	aeronautics	levitite (bulk zinc-gated lift material, jar-confirmed)	numismatics sell	economy	M-09	ACCEPT	{'ACCEPT': 1, 'REJECT': 1}	levitite is the server's lift commodity — produce it at scale and sell it to fellow builders who can't process enough zi
2	False	aeronautics	offroad:tire variants / simulated:rope_coupling (cosmetic/logistics layer)	numismatics trade	economy	M-21	REJECT	{'REJECT': 2}	M-21 is provisional (maintainer leans no); a tire dye-trade is low-value flavor. The three ACCEPTED edges above cover th
2	False	aeronautics	dyeable tires (offroad addon)	villager trade	economy	M-21	REJECT	{'REJECT': 2}	M-21 is provisional and the maintainer leans no; also the tires are build/vehicle components, not luxury goods — forcing
2	False	aeronautics_dyeable_components	aeronautics_dyeable_components dyed levitite (96 colored aeronautics blocks)	numismatics sell	economy	M-09	REJECT	{'REJECT': 2}	Dyed levitite is a cosmetic skin on an already-rare structural block (levitite itself has a production gate). Treating t
2	False	aileron	aileron loot tables	loot-seed	economy	M-14	REJECT	{'REJECT': 2}	Aileron injects into vanilla Elytra loot — there's no structure/dungeon loot table of its own to seed coin into; the enc
2	False	alcohol_industry	bottled spirits (beer/vodka/whiskey/tequila)	numismatics sell/price (M-09)	economy	M-09	ACCEPT	{'ACCEPT': 1, 'REJECT': 1}	a full Create distillery chain turns fermentable crops into bottled spirits—high-effort luxury goods that players sell a
2	False	alcohol_industry	alcohol_industry:whiskey / vodka / tequila / beer (bottled spirits)	numismatics sell/price (recipe or trade config)	economy	M-09	ACCEPT	{'ACCEPT': 1, 'REJECT': 1}	Mass-distilling spirits through Create's production line is wasted without a buyer — bottled liquor becomes a natural tr
2	False	alexsmobs	alexsmobs:banana / alexsmobs:acacia_blossom (food/organic)	farmersdelight:cooking or numismatics	economy	M-09	REJECT	{'REJECT': 2}	bananas and blossoms are everyday food items with their own consumption loop; making them coin-goods is shallow and conf
2	True	appleseed	high-nutrient / multi-group foods (made valuable by the diet buff)	numismatics price/sell	economy	M-09	ACCEPT	{'ACCEPT': 1, 'REJECT': 1}	when a varied diet is buff-worthy, the specialist cook's balanced meals become trade goods others buy — pressure → produ
2	False	ars_nouveau	ars_nouveau:spell_scroll (endgame spell scroll)	numismatics sell/price	economy	M-09	ACCEPT	{'ACCEPT': 1, 'REJECT': 1}	A spell scroll that took real time/Source to compose should fetch good coin; selling one is a meaningful player-economy 
2	True	ars_nouveau	source_gem sellable for coin	numismatics	economy	M-09	REJECT	{'REJECT': 2}	M-09 retired; bare sell-link is ambient endpoint, not a weave
2	False	astikorcartsredux	astikorcartsredux:oak_supply_cart	numismatics bounty (haul crops → colony supply → coin)	economy	M-09	REJECT	{'REJECT': 2}	the cart itself isn't a consumable sell-good, and the loop "haul crops, sell crops" happens without a recipe-level weave
2	False	bettermineshafts	bettermineshafts expanded shaft network	loot-seed into vanilla mineshaft loot tables	economy	M-14	REJECT	{'REJECT': 1, 'ACCEPT': 1}	loot=no means no loot table surface owned by this mod. Seeding vanilla minecraft:chests/abandoned_mineshaft is possible 
2	False	betteroceanmonuments	betteroceanmonuments monument chests	loot-seed	economy	M-14	ACCEPT	{'ACCEPT': 2}	seeding a Numismatics coin drop (spur/cog) or a tradeable reagent into the monument's new chest loot tables turns an aqu
2	False	betterstrongholds	betterstrongholds boss-adjacent (pre-End gate structure)	loot-seed	economy	M-14	REJECT	{'REJECT': 1, 'ACCEPT': 1}	M-14 is specifically a bounty-board/combat mechanic, not a loot-seed into structure chests. The coin-in-chest angle is b
2	False	born_in_chaos_v1	born_in_chaos_v1:bagof_candy (seasonal boss drop)	loot-seed	economy	M-14	REJECT	{'REJECT': 1, 'ACCEPT': 1}	candy is a seasonal novelty with no logical bounty-board combat-currency role; tone clash — forcing coin onto Halloween 
2	False	bountiful	bountiful:decree (objective pool) configured to demand Create-processed goods (e.g. andesite alloy, zinc ingot, brass ingot)	bountiful objective → numismatics payout	create	M-14	ACCEPT	{'ACCEPT': 2}	bounties ask for Create outputs — the tech spine directly feeds the economy; players who specialize in Create become the
2	False	bountiful	bountiful:decree configured to demand magic reagents (source gems, arcane essence)	bountiful objective → numismatics payout	magic	M-14	ACCEPT	{'ACCEPT': 1, 'REJECT': 1}	magic crafters can sell their reagent surplus through bounties — magic becomes tradeable rather than siloed
2	False	bountiful	bountiful bounty payout	numismatics with M-21 villager-trade seam	economy	M-21	REJECT	{'REJECT': 2}	M-21 is provisional/leans-no from maintainer; the cleaner path is M-14 direct coin payout without threading through the 
2	True	bountiful	bountiful objective pool (Decree)	config pointing at Create-processed goods or magic reagents	create	M-09	ACCEPT	{'ACCEPT': 2}	Decrees call for Create-processed sheets or Ars source gems, turning production surplus into coin demand — every pillar'
2	False	bountiful	bountiful reward pool → bare "sellable luxury goods"	—	economy	M-09	REJECT	{'REJECT': 2}	M-09 retired — "post a bounty, get coin" is the board's ambient purpose; the motif-bearing candidates above capture the 
2	False	brazil_legends	brazil_legends mob loot (capelobo_claw / big_tongue)	loot-seed into brazil_legends loot tables	economy	M-14	ACCEPT	{'ACCEPT': 1, 'REJECT': 1}	Bounty board paying coin for proof-of-hunt on dangerous folkloric cryptids — classic "kill the monster, collect the boun
2	False	cataclysm	cataclysm:amethyst_crab_shell (Leviathan fight byproduct)	recipe (numismatics sell / M-09)	economy	M-09	ACCEPT	{'ACCEPT': 1, 'REJECT': 1}	crab shells from the Sunken City are a deep-ocean luxury material — sell them as a high-value trade good, making the Lev
2	False	cbc_at	cbc_at loot (loot=yes)	loot-seed → numismatics (scavenged weapon parts)	economy	M-14	REJECT	{'REJECT': 2}	cbc_at is a *crafting* mod, not a structure mod — its loot=yes is likely recipe/advancement data, not structure chest lo
2	False	cbc_at	cbc_at barrel attachments (muzzle_brake, rifled_barrel, silencer)	numismatics sell	economy	M-09	ACCEPT	{'ACCEPT': 2}	precision-machined cannon attachments are high-value goods; listing silencers/rifled barrels at a Numismatics trading st
2	False	charta	charta card_table loot	loot-seed	economy	M-14	ACCEPT	{'ACCEPT': 2}	card tables that generate in villages/dungeons can seed a small Numismatics coin reward — winning at cards pays out coin
2	False	charta	charta card_table as economy gambling sink	KubeJS/trade hook	economy	M-21	REJECT	{'REJECT': 2}	M-21 is provisional (leans no); a KubeJS betting hook on card table wins has no supported delivery mechanism in Phase 3 
2	False	chefsdelight	Chef/Cook villager trades (Farmer's Delight feasts)	villager trade → numismatics	economy	M-21	REJECT	{'REJECT': 1, 'ACCEPT': 1}	M-21 is provisional (maintainer leans no); villager-trade → numismatics bridge is explore-only; re-flag as explore candi
2	False	cmpackagecouriers	cmpackagecouriers:cardboard_plane (long-range autonomous courier)	trade (M-21)	economy	M-21	REJECT	{'REJECT': 2}	The courier moves packages, it doesn't participate in a market. Wiring a logistics tool into the economy pillar via vill
2	True	cmpackagecouriers	cardboard_plane economy routing	M-21 provisional trade-seam	economy	M-21	REJECT	{'REJECT': 2}	provisional motif + it's logistical infrastructure (the *use* of the plane is trade-routing, not a recipe seam); no reci
2	False	cmpackagepipebomb	cmpackagepipebomb:pipebomb / tnt_rigged	bountiful decree (objective: deliver/disarm a rigged package — sabotage mission)	economy	M-14	REJECT	{'REJECT': 2}	bountiful objectives are item-fetch or mob-kill, not "disarm" interactions — the mod's trap mechanic doesn't map onto a 
2	True	cold_sweat	chameleon/hoglin/goat_fur insulated armor	numismatics sell/price	economy	M-09	ACCEPT	{'ACCEPT': 2}	cold-climate insulated gear is a sellable survival good for crews heading into harsh biomes — a luxury good for the trad
2	False	cold_sweat	cold_sweat:chameleon_molt / goat_fur / hoglin_hide (insulating furs)	numismatics sell	economy	M-09	REJECT	{'REJECT': 2}	insulation materials are mid-game consumables (sewing table fodder), not finished luxury goods; selling raw furs as coin
2	False	companions	Relic Gold / soul gems (Sacred Pontiff boss drop)	`numismatics` vendor	economy	M-09	ACCEPT	{'ACCEPT': 1, 'REJECT': 1}	rare boss-drop relics fetch coin from arcane traders — combat pays.
2	False	companions	companions:copper_coin / nether_coin / end_coin	numismatics trade	economy	M-21	REJECT	{'REJECT': 2}	The mod ships its own parallel coin set. Bridging these private coins into Numismatics as equivalents risks a 1:1 round-
2	True	cookingforblockheads	cooked food output	numismatics sell	economy	M-09	REJECT	{'REJECT': 1, 'ACCEPT': 1}	it cooks no new food of its own (pure convenience aggregator); selling belongs to the food mods it surfaces, not here
2	False	copperagebackport	minecraft:copper_golem_statue	trade / economy	economy	M-21	REJECT	{'REJECT': 2}	M-21 is provisional (leans no). The Copper Golem's logistics function is survival/Create-adjacent, not a natural coin-ec
2	False	create_dragons_plus	create_dragons_plus dye fluid buckets (16 dye colors as fluids)	create_dragons_plus:ending / dyeing → dyed trade goods	economy	M-09	REJECT	{'REJECT': 2}	Bulk dyeing is a convenience feature, not a production bottleneck. The dye fluids don't represent a scarce/high-effort c
2	True	create_enchantment_industry	enchanted gear / books output	numismatics sell	economy	M-09	REJECT	{'REJECT': 2}	enchanted books are already vanilla-tradeable and player-priced; minting them via Numismatics adds a flat-currency arbit
2	False	create_factory	create_factory:caramel_waffle / honey_waffle / chocolate_roll (multi-step assembled sweets)	numismatics sell	economy	M-09	ACCEPT	{'ACCEPT': 1, 'REJECT': 1}	a waffle is three Create steps (press cream, mix batter, fill mold) — exactly the kind of high-effort processed consumab
2	False	create_ironworks	create_ironworks:brass_hammer / brass_paxel	numismatics M-09 luxury-good→coin	economy	M-09	REJECT	{'REJECT': 2}	3×3 hammer and paxel are tools, not luxury consumables; they don't fit the luxury-good→coin pattern. The ore-mint (M-08)
2	False	create_jetpack	create_jetpack:jetpack (brass-tier personal flight tool)	loot-seed / MineColonies research gate	economy	M-09	REJECT	{'REJECT': 2}	A "sell a jetpack for coin" story is workable but thin — the mod's two items are personal gear, not trade goods by natur
2	False	create_ltab-3.9.2	create_ltab structure loot tables	loot-seed	economy	M-14	REJECT	{'REJECT': 2}	M-14 is bounty-board → coin for combat drops specifically; loot-table seeding of a structure is M-08 (coin from processe
2	False	create_sa	create_sa:brass_jetpack_chestplate / create_sa:netherite_jetpack as high-tier flight items	numismatics trade (selling specialist gear)	economy	M-09	ACCEPT	{'ACCEPT': 1, 'REJECT': 1}	a Create specialist who has invested in the full brass-gear chain can produce jetpacks as high-value trade goods — the C
2	True	createbigcannons	finished shells/munitions (AP shells, cartridges)	numismatics sell	economy	M-09	ACCEPT	{'ACCEPT': 2}	a munitions specialist sells fabricated shells as a war-good to the crew
2	False	ctl	ctl:ilb_block / htlb_block as finished lamp units	numismatics / Trading Floor	economy	M-09	REJECT	{'REJECT': 2}	train-lamp blocks are build-palette components, not trade goods in any meaningful sense — nobody is selling train lights
2	False	ctl	ctl:htlb_block / ilb_block	numismatics sell	economy	M-09	REJECT	{'REJECT': 2}	train lamp blocks are functional build components, not luxury consumables — selling them as trade goods is plausible but
2	False	ctl	ctl lamp blocks (functional train lights — head/tail + interior)	numismatics sell (train lighting kit as a trade good for colony builders/train operators)	economy	M-09	REJECT	{'REJECT': 2}	CTL lamps are a fitting deco/functional item but they're intermediate build components, not consumable luxury goods — M-
2	False	deeperdarker	deeperdarker soul-materials (generic bulk)	bountiful board	economy	M-14	REJECT	{'REJECT': 1, 'ACCEPT': 1}	M-14 provisional — surface for review but don't author; the M-09 sell candidate is cleaner and non-provisional.
2	False	dndesires	dndesires:cardboard_package_*	numismatics sell/price	economy	M-09	REJECT	{'REJECT': 2}	cardboard packaging is a logistics utility (cheap bulk container), not a luxury good; M-09 targets high-effort consumabl
2	False	dndesires	dndesires:milkshakes	numismatics sell/price	economy	M-09	ACCEPT	{'ACCEPT': 2}	milkshakes are a processed high-effort food (Create-blended dairy); selling them as a luxury good at market stalls is a 
2	False	domum_ornamentum	domum_ornamentum ornamental blocks (timberframes, shingles, pillars built with Create-palette materials)	numismatics sell / Trading Floor	economy	M-09	REJECT	{'REJECT': 2}	DO blocks are purely construction deco; treating them as "luxury goods" for coin would make coin trivially farmable from
2	False	drones	drones:pocket_drone as tradeable crafted good			M-09	REJECT	{'REJECT': 2}	M-09 retired; "sellable pocket drone → coin" is the ambient endpoint, not a weave. The value of a drone is already gated
2	True	dungeons-and-taverns-v4.4.4	structure/trial loot + tavern cartographer trades	numismatics trade-seating	economy	M-21	REJECT	{'REJECT': 2}	vanilla emerald villager trading, not a method; any tie-in is a separate loot/bounty datapack edit on the contested M-21
2	False	dungeons-and-taverns-v4.4.4	structure loot (trial keys / ominous trial keys / vault loot)	`numismatics` trade/bounty	economy	M-14	ACCEPT	{'ACCEPT': 3}	clearing a tavern's trial vault pays out in coin — combat-find translates directly into the player-run currency loop.
2	False	dungeons_arise_seven_seas	dungeons_arise_seven_seas galleon/fortress loot chests	loot-seed (numismatics coins: cog/spur/bevel)	economy	M-14	ACCEPT	{'ACCEPT': 2}	Crack open a sunken galleon's strongbox and find Numismatics coin — nautical treasure pays real currency
2	True	dynamictreesplus	saguaro_fruit / mushroom blocks	numismatics sell	economy	M-09	REJECT	{'REJECT': 2}	balance — ambient bulk worldgen flora as a sell-good is near-infinite and would undercut the scarcity economy; cheap ren
2	False	ecologics	ecologics processed tropical dishes (via FD/ExtraDelight)	numismatics sell	economy	M-09	ACCEPT	{'ACCEPT': 1, 'REJECT': 1}	Coconut milk pie or tropical soup — a coastal specialty product priced at the market counter
2	False	edf-remastered-5.0-beta4	ender dragon loot table (vanilla dragon_death loot)	loot-seed	economy	M-14	ACCEPT	{'ACCEPT': 1, 'REJECT': 1}	a harder dragon fight that actually pays out — seed coin (numismatics crown/sun) into the dragon's loot table so slaying
2	True	expandeddelight	aged cheese wheels / salt	numismatics sell	economy	M-09	ACCEPT	{'ACCEPT': 2}	time-gated aged cheese and regional salt are natural sellable luxuries — scarcity-driven trade goods
2	False	expandeddelight	expandeddelight:juicer outputs (juices)	numismatics sell / bountiful bounty objective	economy	M-09	REJECT	{'REJECT': 2}	juices are low-effort (one-step juicer press) — M-09 is for *high-effort* luxury goods; juices don't clear the cost bar;
2	False	exposure	exposure:black_and_white_film / exposure:photograph (developed print)	numismatics sell	economy	M-09	ACCEPT	{'ACCEPT': 2}	Developed photographs are unique player-created keepsakes — a working economy would naturally have a market for framed l
2	False	extradelight	extradelight:apple_cider / fruit syrups (fluid outputs)	create:compacting / numismatics vendor	economy	M-09	ACCEPT	{'ACCEPT': 2}	bottled cider is a sellable luxury — the same chain Alcohol Industry rides
2	False	extradelight	extradelight:oven / dough_shaping chain (baked goods at scale)	minecolonies provisioning / colony food supply	economy	M-09	REJECT	{'REJECT': 2}	redundant with the feast→coin ACCEPT above; both are "food→economy" and the feast version is stronger (feasts are the mo
2	True	extradelight	feasts + high-tier dishes	numismatics sell / MineColonies provisioning	economy	M-09	ACCEPT	{'ACCEPT': 1, 'REJECT': 1}	a 43-feast endgame kitchen turns cooking effort into a sellable luxury / colony food supply (effort → coin). ⚠ player-ru
2	False	farm_and_charm	farm_and_charm:barley	vinery or alcohol_industry fermentation → barley malt/ale → coin	economy	M-09	REJECT	{'REJECT': 1, 'ACCEPT': 1}	Barley-to-ale is a valid chain but it rides other mods (vinery/alcohol_industry); the economy pillar is already covered 
2	False	farm_and_charm	farm_and_charm:chicken_coop (egg output)	farm_and_charm:mincer / cooking → farmersdelight chain	economy	M-09	REJECT	{'REJECT': 2}	eggs-to-coin is too thin a hook on their own; the butter/cured-meat candidate already covers the economy pillar for this
2	False	formationsnether	nether structure loot	loot-seed	economy	M-14	ACCEPT	{'ACCEPT': 2}	bounty boards offer contracts for Formations-Nether altar exploration rewards — combat + exploration feeds coin
2	False	friendsandfoes	friendsandfoes hostile mob drops (Wildfire / Illusioner loot)	numismatics bounty / bountiful board	economy	M-14	ACCEPT	{'ACCEPT': 1, 'REJECT': 1}	Wildfire and Illusioner are combat-encounter rewards; routing their drops through a bounty board for coin makes the comb
2	False	friendsandfoes	Wildfire / Illusioner loot	loot-seed → bountiful board	economy	M-14	ACCEPT	{'ACCEPT': 2}	Rare mob-vote bosses dropping coin-adjacent bounty rewards (post M-14 provisional) gives combat a direct economy exit; t
2	False	gnkinetics	gnkinetics gear (any)	numismatics sell	economy	M-09	REJECT	{'REJECT': 2}	M-09 is for luxury consumable goods; mechanical gears are industrial components — the motif label doesn't fit and forcin
2	False	gnkinetics	gnkinetics → economy	bare sell		M-09	REJECT	{'REJECT': 2}	M-09 retired; gnkinetics parts are intermediate production goods, not economy anchors in themselves. The M-24 aeronautic
2	True	grimoireofgaia	boss busts / artifact rings (Ring of Speed/Haste)	bountiful board → numismatics	economy	M-14	ACCEPT	{'ACCEPT': 2}	kill-the-miniboss → busts and rare rings as high-value bounty/sale goods
2	False	grimoireofgaia	grimoireofgaia:bust_* (mini-boss busts — rare endgame deco drops)	bountiful board loot-seed	economy	M-14	ACCEPT	{'ACCEPT': 2}	bounty board "Slay the Gorgon" pays coin; kill rare humanoid boss, claim reward — combat → economy pipeline
2	False	grimoireofgaia	grimoireofgaia artifact rings (ring_of_speed / jump / haste)	numismatics sell	economy	M-09	ACCEPT	{'ACCEPT': 1, 'REJECT': 1}	artifact rings from mythic creatures are trade goods — fighters sell gear to non-combat specialists who want the effect 
2	False	handcrafted	handcrafted:*_cupboard / *_shelf / finished furniture sets	numismatics sell	economy	M-09	REJECT	{'REJECT': 2}	furniture is ambient build material; players wouldn't sell chairs as trade goods — the luxury framing (M-09) needs effor
2	False	hpm	hpm:cuttermilitariseditem / hpm:hand_cannon (combat vessels and weapons)	numismatics sell	economy	M-09	ACCEPT	{'ACCEPT': 1, 'REJECT': 1}	a shipwright who specializes can sell outfitted warships for coin — combat transport as a luxury trade good
2	True	hpm	finished ship (high-value vessel)	numismatics sell	economy	M-09	ACCEPT	{'ACCEPT': 1, 'REJECT': 1}	a shipwright sells crafted vessels — naval transport as a tradeable good.
2	False	immersive_armors	full armor sets	numismatics sell	economy	M-09	REJECT	{'REJECT': 2}	players keep armor rather than sell it; M-09 is best for consumables/luxuries. Armor as trade good is thin and doesn't f
2	False	immersive_armors	immersive_armors:* sets as sellable goods	numismatics sell	economy	M-09	REJECT	{'REJECT': 2}	armor is kept by players, not sold; this is a weak loop. Economy entry is better served by the coin-from-processing chai
2	False	irons_spellbooks	irons_spellbooks boss/structure loot tables (wizard towers, arcane debris)	loot-seed	economy	M-14	REJECT	{'REJECT': 1, 'ACCEPT': 1}	M-14 is provisional (bounty board → coin). Seeding coin into wizard-tower loot is coherent (adventurers loot coin from m
2	False	irons_spellbooks	irons_spellbooks:scroll (one-shot spell)	numismatics sell / trade	economy	M-09	REJECT	{'REJECT': 1, 'ACCEPT': 1}	scrolls are one-shot consumables; selling them is coherent but this is vanilla-trade territory — there's no processing s
